	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
395	360	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	11.0	0.0	MS1_match	DSFNZXRWOVOIGV-UHFFFAOYSA-N	InChI=1S/C17H28/c1-6-15(4)11-9-13-17(8-3)14-10-12-16(5)7-2/h6,11-13H,1,7-10,14H2,2-5H3	C=CC(C)=CCC=C(CC)CCC=C(C)CC	C17H28	pos_1_1proton1methanol	232.219100896	DSFNZXRWOVOIGV	Fatty acids	Fatty acyls	Hydrocarbons	Myrmica scabrinodis	341457.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Myrmicini']	['Myrmica']	['Myrmica scabrinodis']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	1	7.0	1
396	357	86	Alkaloids|Amino acids and Peptides	0.16666666666666666	Fatty Acids and Conjugates	0.16666666666666666	Aminoacids	0.16666666666666666	1.0	0.0	MS1_match	OIFCPZGZZQQDNO-BHQGJQQGSA-N	InChI=1S/C10H16O4/c1-5-3-4-7(6(2)9(11)12)8(5)10(13)14/h5-8H,3-4H2,1-2H3,(H,11,12)(H,13,14)/t5-,6?,7-,8-/m0/s1	CC(C(=O)O)[C@@H]1CC[C@H](C)[C@@H]1C(=O)O	C10H16O4	pos_1_1proton1ammonium	200.104858992	OIFCPZGZZQQDNO	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Anonychomyrma nitidiceps	736303.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Unknown']	['Anonychomyrma']	['Anonychomyrma nitidiceps']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
397	355	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.6399811	ISDB	PDQDCFBVYXEFSD-SRVKXCTJSA-N	InChI=1S/C16H29N3O6/c1-8(2)5-10(17)14(22)18-11(6-9(3)4)15(23)19-12(16(24)25)7-13(20)21/h8-12H,5-7,17H2,1-4H3,(H,18,22)(H,19,23)(H,20,21)(H,24,25)/t10-,11-,12-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(=O)O)C(=O)O	C16H29N3O6		359.205635648	PDQDCFBVYXEFSD	Amino acids and Peptides			Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	0	1.6399810910224915	1
398	349	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.4046178	ISDB	VTJUNIYRYIAIHF-IUCAKERBSA-N	InChI=1S/C11H20N2O3/c1-7(2)6-8(12)10(14)13-5-3-4-9(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)/t8-,9-/m0/s1	CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(=O)O	C11H20N2O3		228.1473925	VTJUNIYRYIAIHF	Amino acids and Peptides	Small peptides	Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	2	3.4046177864074707	1
399	343	218	Fatty acids	0.3333333333333333	Fatty esters	0.3333333333333333	Wax monoesters	0.3333333333333333	1.0	0.0	MS1_match	LSTDYDRCKUBPDI-UHFFFAOYSA-N	InChI=1S/C18H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-18(2)19/h3-17H2,1-2H3	CCCCCCCCCCCCCCCCOC(C)=O	C18H36O2	pos_1_1proton1acetonitrile	284.271530392	LSTDYDRCKUBPDI	Fatty acids	Fatty esters	Wax monoesters	Camponotus vagus	507118.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Camponotus']	['Camponotus vagus']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Camponotus']		8	3	11.0	1
400	340	13	Alkaloids	0.09375	Small peptides	0.09375	Aminoacids	0.0625	2.0	0.4472479	ISDB	XPYLFGPDHCCOLE-IDNFIPLESA-N	InChI=1S/C32H41NO3/c1-8-29(4,5)19-9-10-21-22-15-20-11-14-32(35)23-17-25(34)27(18(2)3)36-26(23)12-13-30(32,6)31(20,7)28(22)33-24(21)16-19/h8-10,16-17,20,25-27,33-35H,1-2,11-15H2,3-7H3/t20-,25+,26-,27+,30+,31+,32+/m0/s1	C=CC(C)(C)c1ccc2c3c([nH]c2c1)[C@@]1(C)[C@@H](CC[C@@]2(O)C4=C[C@@H](O)[C@@H](C(=C)C)O[C@H]4CC[C@@]21C)C3	C32H41NO3		487.308644172	XPYLFGPDHCCOLE	Alkaloids|Terpenoids	Tryptophan alkaloids	Indole-Diterpenoid alkaloids (Penitrems)	Aspergillus sulphureus	932275.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus sulphureus']		['Eukaryota']									1	0	1.4472478926181793	1
401	333	-1							1.0	0.49689233	ISDB	UPJONISHZRADBH-XPUUQOCRSA-N	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1	CC(C)[C@H](N)C(O)=N[C@@H](CCC(=O)O)C(=O)O	C10H18N2O5		246.121571676	UPJONISHZRADBH	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Glycine max	681762.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Phaseoleae']	['Glycine']	['Glycine max']		['Eukaryota']									1	0	1.4968923330307007	1
402	332	-1							1.0	0.4321375	ISDB	NHXZRXLFOBFMDM-AVGNSLFASA-N	InChI=1S/C16H29N3O4/c1-9(2)8-11(16(22)23)18-14(20)12-6-5-7-19(12)15(21)13(17)10(3)4/h9-13H,5-8,17H2,1-4H3,(H,18,20)(H,22,23)/t11-,12-,13-/m0/s1	CC(C)C[C@H](N=C(O)[C@@H]1CCCN1C(=O)[C@@H](N)C(C)C)C(=O)O	C16H29N3O4		327.215806408	NHXZRXLFOBFMDM	Amino acids and Peptides	Small peptides	Dipeptides	Bacillus cereus	5284557.0	['Bacteria']	['Unknown']	['Firmicutes']	['Bacilli']	['Bacillales']	['Bacillaceae']	['Unknown']	['Bacillus']	['Bacillus cereus']											0	0	0.43213748931884766	1
405	319	13	Alkaloids	0.09375	Small peptides	0.09375	Aminoacids	0.0625	1.0	0.40423334	ISDB	OCCNYGGVVVZDTB-HZYVTAJCSA-N	InChI=1S/C20H23N3O/c1-12-6-4-7-14-13(2)22-18(20(12)14)10-17-19(24-3)11-16(23-17)15-8-5-9-21-15/h5,8-12,22-23H,4,6-7H2,1-3H3/b16-15-,17-10+	COc1c/c(=C2\C=CC=N2)[nH]/c1=C/c1[nH]c(C)c2c1C(C)CCC2	C20H23N3O		321.184112356	OCCNYGGVVVZDTB	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	Vibrio gazogenes	77933.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Vibrionales']	['Vibrionaceae']	['Unknown']	['Vibrio']	['Vibrio gazogenes']											0	1	1.4042333364486694	1
407	311	10	Alkaloids	0.1	Lysine alkaloids	0.1	Piperidine alkaloids	0.1	1.0	0.35376647	ISDB	KJRINKQJNNYAGP-UBSNIDHHSA-N	InChI=1S/C26H39NO5/c1-16(13-14-21-19(4)22(28)23(29-7)25(27-21)31-9)11-10-12-17(2)15-18(3)24(30-8)26(6)20(5)32-26/h10,12-13,15,18,20,24H,11,14H2,1-9H3,(H,27,28)/b12-10+,16-13+,17-15+	COc1nc(C/C=C(\C)C/C=C/C(C)=C/C(C)C(OC)C2(C)OC2C)c(C)c(O)c1OC	C26H39NO5		445.282823348	KJRINKQJNNYAGP	Polyketides			Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']											0	0	0.35376647114753723	1
408	305	126	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.5	Small peptides	0.5	Aminoacids	0.3333333333333333	1.0	0.3415021	ISDB	MLTRLIITQPXHBJ-BQBZGAKWSA-N	InChI=1S/C10H19N3O4/c1-5(2)3-6(11)9(15)13-7(10(16)17)4-8(12)14/h5-7H,3-4,11H2,1-2H3,(H2,12,14)(H,13,15)(H,16,17)/t6-,7-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CC(=N)O)C(=O)O	C10H19N3O4		245.137556088	MLTRLIITQPXHBJ	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.341502100229263	1
409	300	-1							1.0	0.43328038	ISDB	REVONLHHOPQWQJ-UHFFFAOYSA-N	InChI=1S/C15H23ClO10/c16-8-10(20)6-4(1-17)3-24-14(7(6)11(8)21)26-15-13(23)12(22)9(19)5(2-18)25-15/h3,5-15,17-23H,1-2H2	OCC1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(O)C(Cl)C(O)C12	C15H23ClO10		398.097974616	REVONLHHOPQWQJ	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Mentzelia scabra	1019170.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Cornales']	['Loasaceae']	['Unknown']	['Mentzelia']	['Mentzelia scabra']		['Eukaryota']									1	0	1.4332803785800934	1
411	296	130	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.5	Small peptides	0.5	Aminoacids|Dipeptides	0.5	1.0	0.5955367	ISDB	ZAVCJRJOQKIOJW-KKUMJFAQSA-N	InChI=1S/C19H27N3O6/c1-11(2)8-13(20)17(25)21-14(9-12-6-4-3-5-7-12)18(26)22-15(19(27)28)10-16(23)24/h3-7,11,13-15H,8-10,20H2,1-2H3,(H,21,25)(H,22,26)(H,23,24)(H,27,28)/t13-,14-,15-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](CC(=O)O)C(=O)O	C19H27N3O6		393.189985584	ZAVCJRJOQKIOJW	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.595536708831787	1
412	265	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	20.0	0.30433053	ISDB	DTOSIQBPPRVQHS-UHFFFAOYSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)	CCC=CCC=CCC=CCCCCCCCC(=O)O	C18H30O2		278.2245802	DTOSIQBPPRVQHS	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Oecophylla smaragdina	1083670.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Oecophyllini']	['Oecophylla']	['Oecophylla smaragdina']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.30433052778244	1
413	240	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.5723896	ISDB	QJKMCQRFHJRIPU-XDTLVQLUSA-N	InChI=1S/C15H22N2O4/c1-3-9(2)13(15(20)21)17-14(19)12(16)8-10-4-6-11(18)7-5-10/h4-7,9,12-13,18H,3,8,16H2,1-2H3,(H,17,19)(H,20,21)/t9-,12-,13-/m0/s1	CC[C@H](C)[C@H](N=C(O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O	C15H22N2O4		294.157957184	QJKMCQRFHJRIPU	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']									1	2	3.572389602661133	1
414	231	185	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.5	Small peptides	0.5	Aminoacids	0.5	1.0	0.34905913	ISDB	MMFKFJORZBJVNF-UWVGGRQHSA-N	InChI=1S/C12H20N4O3/c1-7(2)3-10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/t9-,10-/m0/s1	CC(C)C[C@H](N=C(O)[C@@H](N)Cc1cnc[nH]1)C(=O)O	C12H20N4O3		268.1535405	MMFKFJORZBJVNF	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	3	8.349059134721756	1
415	207	13	Alkaloids	0.09375	Small peptides	0.09375	Aminoacids	0.0625	4.0	0.3554599	ISDB	SENJXOPIZNYLHU-IUCAKERBSA-N	InChI=1S/C12H25N5O3/c1-7(2)6-8(13)10(18)17-9(11(19)20)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t8-,9-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CCCNC(=N)N)C(=O)O	C12H25N5O3		287.19573966	SENJXOPIZNYLHU	Amino acids and Peptides	Small peptides	Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	2	3.355459898710251	1
416	196	-1							38.0	0.47745177	ISDB	WYJKGKPQXWDIQP-XFPKCUBTSA-N	InChI=1S/C21H32O2/c1-7-15(2)9-11-17-16(3)10-12-18-20(17,4)13-8-14-21(18,5)19(22)23-6/h7,9,17-18H,1,3,8,10-14H2,2,4-6H3/b15-9+/t17-,18-,20-,21+/m1/s1	C=C/C(C)=C/C[C@@H]1C(=C)CC[C@H]2[C@@](C)(C(=O)OC)CCC[C@]12C	C21H32O2		316.240230264	WYJKGKPQXWDIQP	Terpenoids	Diterpenoids	Labdane diterpenoids|Norlabdane diterpenoids	Apis mellifera	461645.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis mellifera']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.477451771497726	1
417	187	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.52562535	ISDB	MDSUKZSLOATHMH-IUCAKERBSA-N	InChI=1S/C11H22N2O3/c1-6(2)5-8(12)10(14)13-9(7(3)4)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)/t8-,9-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@H](C(=O)O)C(C)C	C11H22N2O3		230.163042564	MDSUKZSLOATHMH	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.5256253480911255	1
418	179	58	Polyketides	0.14285714285714285	Cyclic polyketides	0.14285714285714285	2-pyrone derivatives	0.14285714285714285	1.0	0.32696396	ISDB	POIMMRXCPIMHDG-UHFFFAOYSA-N	InChI=1S/C11H9NO2/c1-12-9-5-3-2-4-8(9)6-7-10(12)11(13)14/h2-7H,1H3	C[n+]1c(C(=O)[O-])ccc2ccccc21	C11H9NO2		187.063328528	POIMMRXCPIMHDG				Photuris versicolor	3414626.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Coleoptera']	['Lampyridae']	['Unknown']	['Photuris']	['Photuris versicolor']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	0	4.32696396112442	1
419	177	-1							8.0	0.4946309	ISDB	LSTDYDRCKUBPDI-UHFFFAOYSA-N	InChI=1S/C18H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-18(2)19/h3-17H2,1-2H3	CCCCCCCCCCCCCCCCOC(C)=O	C18H36O2		284.271530392	LSTDYDRCKUBPDI	Fatty acids	Fatty esters	Wax monoesters	Camponotus vagus	507118.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Camponotus']	['Camponotus vagus']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Camponotus']		8	0	8.4946309030056	1
420	173	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	12.0	0.5912827	ISDB	KYRQYILNTDFRHT-YLGHMAOLSA-N	InChI=1S/C21H36O3/c1-6-10-11-17(7-2)12-16(5)14-20(8-3)15-21(9-4)18(23-20)13-19(22)24-21/h10-11,16-18H,6-9,12-15H2,1-5H3/b11-10+/t16?,17?,18-,20-,21-/m1/s1	CC/C=C/C(CC)CC(C)C[C@]1(CC)C[C@@]2(CC)OC(=O)C[C@H]2O1	C21H36O3		336.266445012	KYRQYILNTDFRHT	Polyketides	Linear polyketides	Open-chain polyketides	Plakortis halichondrioides	504371.0	['Eukaryota']	['Metazoa']	['Porifera']	['Homoscleromorpha']	['Homosclerophorida']	['Plakinidae']	['Unknown']	['Plakortis']	['Plakortis halichondrioides']		['Eukaryota']	['Metazoa']								2	0	2.5912827253341675	1
422	168	-1							1.0	0.5170811	ISDB	SELHCSAKGVTRBZ-ZOUKQTFFSA-N	InChI=1S/C32H39NO4/c1-17-12-18(2)24-26-22-23(30(24,5)13-17)19(3)14-29(4)10-11-31(27(34)25(22)29)16-32(36,33-28(31)35)15-20-6-8-21(37-26)9-7-20/h6-11,14,17-18,22-26,36H,12-13,15-16H2,1-5H3,(H,33,35)/t17-,18+,22+,23-,24+,25+,26+,29+,30+,31+,32-/m1/s1	CC1=C[C@]2(C)C=C[C@]34C[C@](O)(Cc5ccc(cc5)O[C@H]5[C@H]([C@H]2C3=O)[C@@H]1[C@]1(C)C[C@H](C)C[C@H](C)[C@@H]51)N=C4O	C32H39NO4		501.287908728	SELHCSAKGVTRBZ	Alkaloids|Amino acids and Peptides	Tetramate alkaloids	Pyrrocidine tetramate alkaloids	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']		['Eukaryota']									1	0	1.517081081867218	1
423	165	-1							1.0	0.68240196	ISDB	RZUFSJCGGIKYGP-UHFFFAOYSA-N	InChI=1S/C21H29NO3/c1-3-17(2)15-22-21(23)11-9-7-5-4-6-8-10-18-12-13-19-20(14-18)25-16-24-19/h8-14,17H,3-7,15-16H2,1-2H3,(H,22,23)	CCC(C)CN=C(O)C=CCCCCC=Cc1ccc2c(c1)OCO2	C21H29NO3		343.214743788	RZUFSJCGGIKYGP	Polyketides			Piper chaba	505281.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper retrofractum']		['Eukaryota']									1	0	1.682401955127716	1
427	139	44	Terpenoids	0.043478260869565216	Saccharides	0.043478260869565216	4-pyrone derivatives	0.043478260869565216	1.0	0.43031794	ISDB							QGQUORCPVPRLCK						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.4303179383277893	1
428	138	119	Alkaloids|Amino acids and Peptides	0.3333333333333333	Tetramate alkaloids	0.3333333333333333	Pyrrocidine tetramate alkaloids	0.3333333333333333	1.0	0.53771377	ISDB	SELHCSAKGVTRBZ-ZOUKQTFFSA-N	InChI=1S/C32H39NO4/c1-17-12-18(2)24-26-22-23(30(24,5)13-17)19(3)14-29(4)10-11-31(27(34)25(22)29)16-32(36,33-28(31)35)15-20-6-8-21(37-26)9-7-20/h6-11,14,17-18,22-26,36H,12-13,15-16H2,1-5H3,(H,33,35)/t17-,18+,22+,23-,24+,25+,26+,29+,30+,31+,32-/m1/s1	CC1=C[C@]2(C)C=C[C@]34C[C@](O)(Cc5ccc(cc5)O[C@H]5[C@H]([C@H]2C3=O)[C@@H]1[C@]1(C)C[C@H](C)C[C@H](C)[C@@H]51)N=C4O	C32H39NO4		501.287908728	SELHCSAKGVTRBZ	Alkaloids|Amino acids and Peptides	Tetramate alkaloids	Pyrrocidine tetramate alkaloids	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']		['Eukaryota']									1	3	4.5377137660980225	1
429	132	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	1.0	0.7911841	ISDB	IQMPLVCUIKZODQ-PMACEKPBSA-N	InChI=1S/C21H38O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20(22)18(2)24-21(19)23/h19-20,22H,2-17H2,1H3/t19-,20-/m0/s1	C=C1OC(=O)[C@@H](CCCCCCCCCCCCCCCC)[C@H]1O	C21H38O3		338.282095076	IQMPLVCUIKZODQ	Polyketides			Pinnigorgia flava	169634.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Gorgoniidae']	['Unknown']	['Pinnigorgia']	['Pinnigorgia flava']		['Eukaryota']	['Metazoa']								2	0	2.79118412733078	1
431	128	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	3.0	0.33530062	ISDB	HBSINXLKYLEHNF-NQLNTKRDSA-N	InChI=1S/C19H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3,7-8,10-11H,1,4-6,9,12-18H2,2H3/b8-7-,11-10-	C=CCCC/C=C\C/C=C\CCCCCCCC(=O)OC	C19H32O2		292.240230264	HBSINXLKYLEHNF	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Acyrthosiphon pisum	814484.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Aphididae']	['Macrosiphini']	['Acyrthosiphon']	['Acyrthosiphon pisum']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	3	7.335300624370575	1
432	122	119	Alkaloids|Amino acids and Peptides	0.3333333333333333	Tetramate alkaloids	0.3333333333333333	Pyrrocidine tetramate alkaloids	0.3333333333333333	1.0	0.5548432	ISDB	KUCKCYNGDOWGEV-UHFFFAOYSA-N	InChI=1S/C32H41NO4/c1-17-12-18(2)24-26-22-23(30(24,5)13-17)19(3)14-29(4)10-11-31(27(34)25(22)29)16-32(36,33-28(31)35)15-20-6-8-21(37-26)9-7-20/h6-9,14,17-18,22-26,36H,10-13,15-16H2,1-5H3,(H,33,35)	CC1=CC2(C)CCC34CC(O)(Cc5ccc(cc5)OC5C(C2C3=O)C1C1(C)CC(C)CC(C)C51)N=C4O	C32H41NO4		503.303558792	KUCKCYNGDOWGEV	Alkaloids|Amino acids and Peptides	Tetramate alkaloids	Pyrrocidine tetramate alkaloids	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']		['Eukaryota']									1	3	4.554843187332153	1
433	89	10	Alkaloids	0.1	Lysine alkaloids	0.1	Piperidine alkaloids	0.1	1.0	0.5064949	ISDB	WKXFBVJTZFLUBO-AVTSYZAUSA-N	InChI=1S/C17H25NO/c1-18-13-7-11-16(18)14-17(19)12-6-5-10-15-8-3-2-4-9-15/h2-5,8-10,16-17,19H,6-7,11-14H2,1H3/b10-5+/t16-,17-/m1/s1	CN1CCC[C@@H]1C[C@H](O)CC/C=C/c1ccccc1	C17H25NO		259.19361442	WKXFBVJTZFLUBO	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Darlingia darlingiana	414374.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Proteales']	['Proteaceae']	['Unknown']	['Darlingia']	['Darlingia darlingiana']		['Eukaryota']									1	3	4.506494879722595	1
